Time,gx,gy,gz,mx,my,mz,ax,ay,az,pressure,voltage,current,power
0.629425048828125,-0.7251908396946565,0.3282442748091603,1.0458015267175573,14.85,-27.15,53.25,-0.0361328125,-0.0166015625,1.03369140625,0,0,0,0
44.25454139709473,-0.8473282442748091,0.26717557251908397,1.4198473282442747,15.299999999999999,-27.15,53.85,-0.0380859375,-0.013671875,1.04541015625,0,0,0,0
87.67175674438477,-0.8549618320610687,0.3893129770992366,1.183206106870229,15.75,-27.3,51.9,-0.0390625,-0.015625,1.048828125,0,0,0,0
130.95593452453613,-0.48854961832061067,0.21374045801526717,1.0763358778625953,16.2,-27.0,52.65,-0.03564453125,-0.01708984375,1.041015625,0,0,0,0
174.33905601501465,-0.732824427480916,0.46564885496183206,1.1450381679389312,15.299999999999999,-26.4,52.8,-0.03515625,-0.01611328125,1.0390625,0,0,0,0
217.70858764648438,-0.9389312977099237,0.1984732824427481,1.0076335877862594,15.6,-26.4,52.199999999999996,-0.03515625,-0.01513671875,1.04736328125,0,0,0,0
260.99538803100586,-0.7480916030534351,0.15267175572519084,0.9694656488549618,15.299999999999999,-24.9,52.8,-0.029296875,-0.01513671875,1.04638671875,0,0,0,0
304.3019771575928,-0.8931297709923665,0.09923664122137404,1.1526717557251909,13.65,-28.5,53.699999999999996,-0.03076171875,-0.01513671875,1.04248046875,0,0,0,0
347.58949279785156,-0.6641221374045801,0.21374045801526717,1.1755725190839694,15.45,-27.75,52.949999999999996,-0.03271484375,-0.013671875,1.04638671875,0,0,0,0
390.8355236053467,-0.8549618320610687,0.37404580152671757,0.9847328244274809,14.7,-26.25,53.699999999999996,-0.03466796875,-0.015625,1.0439453125,0,0,0,0
434.145450592041,-0.8244274809160306,0.0916030534351145,1.1145038167938932,16.05,-26.4,53.55,-0.0380859375,-0.01318359375,1.04345703125,0,0,0,0
477.45370864868164,-0.8702290076335878,0.3511450381679389,0.9541984732824428,13.95,-25.05,53.4,-0.037109375,-0.01611328125,1.04248046875,0,0,0,0
520.6501483917236,-0.8625954198473282,0.2366412213740458,0.8931297709923665,14.549999999999999,-25.65,53.25,-0.0380859375,-0.01416015625,1.0380859375,0,0,0,0
563.8473033905029,-0.8931297709923665,0.09923664122137404,0.9847328244274809,15.6,-25.2,52.8,-0.03564453125,-0.01953125,1.04296875,0,0,0,0
607.0959568023682,-0.9007633587786259,0.13740458015267176,1.0381679389312977,16.05,-27.45,51.449999999999996,-0.03759765625,-0.01953125,1.05029296875,0,0,0,0
650.3071784973145,-0.9389312977099237,0.2900763358778626,0.9541984732824428,15.45,-26.55,52.35,-0.0400390625,-0.01416015625,1.041015625,0,0,0,0
693.5806274414062,-0.7480916030534351,0.3511450381679389,1.2748091603053435,16.05,-26.7,53.85,-0.02978515625,-0.01171875,1.03759765625,0,0,0,0
736.8156909942627,-0.8244274809160306,0.030534351145038167,0.8473282442748091,15.6,-26.7,53.85,-0.0341796875,-0.0166015625,1.04443359375,0,0,0,0
780.0333499908447,-0.9694656488549618,0.015267175572519083,0.9694656488549618,15.45,-27.0,53.4,-0.0380859375,-0.015625,1.04150390625,0,0,0,0
823.2686519622803,-0.7938931297709924,0.1450381679389313,1.1450381679389312,17.099999999999998,-25.95,52.8,-0.03466796875,-0.015625,1.046875,0,0,0,0
866.5480613708496,-1.0916030534351144,0.24427480916030533,1.282442748091603,15.149999999999999,-26.25,53.4,-0.0322265625,-0.017578125,1.03955078125,0,0,0,0
909.7607135772705,-0.7022900763358778,0.35877862595419846,1.0229007633587786,15.45,-26.55,53.4,-0.03466796875,-0.0146484375,1.04248046875,0,0,0,0
952.9752731323242,-0.7709923664122137,0.08396946564885496,1.0610687022900764,15.149999999999999,-26.55,52.65,-0.033203125,-0.01708984375,1.04150390625,0,0,0,0
996.2279796600342,-0.8778625954198473,0.3053435114503817,1.0,14.399999999999999,-27.3,52.65,-0.03369140625,-0.0166015625,1.04052734375,0,0,0,0
1039.5047664642334,-1.0229007633587786,0.183206106870229,1.0229007633587786,15.45,-27.3,52.949999999999996,-0.03662109375,-0.01513671875,1.04248046875,0,0,0,0
1082.7155113220215,-0.8778625954198473,0.022900763358778626,0.9312977099236641,14.85,-25.65,53.25,-0.04052734375,-0.01611328125,1.04150390625,0,0,0,0
1125.9913444519043,-0.8320610687022901,0.16030534351145037,1.0916030534351144,15.45,-26.55,52.949999999999996,-0.03564453125,-0.017578125,1.044921875,0,0,0,0
1169.2702770233154,-0.6259541984732825,0.17557251908396945,1.083969465648855,14.549999999999999,-25.95,53.55,-0.03466796875,-0.013671875,1.0380859375,0,0,0,0
1212.5587463378906,-1.0076335877862594,0.24427480916030533,0.9312977099236641,14.85,-26.7,53.85,-0.0361328125,-0.0126953125,1.03466796875,0,0,0,0
1255.7764053344727,-1.183206106870229,-0.2900763358778626,0.6030534351145038,15.75,-25.5,52.949999999999996,-0.0322265625,-0.01416015625,1.04345703125,0,0,0,0
1299.0119457244873,-0.8854961832061069,0.183206106870229,1.015267175572519,16.5,-28.05,52.65,-0.03369140625,-0.01708984375,1.03955078125,0,0,0,0
1342.2040939331055,-1.0229007633587786,0.07633587786259542,0.9694656488549618,16.2,-26.25,53.4,-0.03271484375,-0.013671875,1.04541015625,0,0,0,0
1385.4219913482666,-0.8625954198473282,0.030534351145038167,1.0076335877862594,15.6,-25.95,53.55,-0.033203125,-0.0166015625,1.04248046875,0,0,0,0
1428.6646842956543,-1.2061068702290076,0.022900763358778626,0.8473282442748091,15.75,-25.5,52.949999999999996,-0.0361328125,-0.0166015625,1.0380859375,0,0,0,0
1471.88138961792,-0.9236641221374046,0.16793893129770993,0.8244274809160306,16.05,-25.95,53.85,-0.03515625,-0.0166015625,1.04541015625,0,0,0,0
1515.0978565216064,-0.9465648854961832,0.061068702290076333,1.083969465648855,14.7,-28.05,53.4,-0.033203125,-0.01171875,1.046875,0,0,0,0
1558.321475982666,-0.9770992366412213,0.06870229007633588,0.9083969465648855,15.45,-25.8,54.449999999999996,-0.0322265625,-0.013671875,1.03955078125,0,0,0,0
1601.6013622283936,-0.9389312977099237,0.04580152671755725,0.9083969465648855,15.299999999999999,-25.65,53.25,-0.03369140625,-0.021484375,1.041015625,0,0,0,0
1644.8137760162354,-0.9847328244274809,0.17557251908396945,0.9541984732824428,15.6,-26.4,53.85,-0.0361328125,-0.01806640625,1.04443359375,0,0,0,0
1688.093662261963,-1.1603053435114503,0.1297709923664122,1.0534351145038168,15.75,-25.05,53.4,-0.03466796875,-0.013671875,1.044921875,0,0,0,0
1731.3010692596436,-0.9007633587786259,0.0,1.0076335877862594,14.85,-26.7,54.3,-0.03564453125,-0.015625,1.0380859375,0,0,0,0
