Time,gx,gy,gz,mx,my,mz,ax,ay,az,pressure,voltage,current,power
0.8451938629150391,-1.083969465648855,-0.022900763358778626,0.6793893129770993,35.55,7.6499999999999995,49.65,-0.02001953125,0.0234375,1.0400390625,0,0,0,0
44.80123519897461,-0.7022900763358778,-0.06870229007633588,0.8396946564885496,36.6,8.4,47.1,-0.0146484375,0.0205078125,1.04443359375,0,0,0,0
88.46592903137207,-0.7480916030534351,-0.15267175572519084,0.5801526717557252,36.449999999999996,9.0,48.75,-0.01953125,0.0224609375,1.044921875,0,0,0,0
132.0960521697998,-0.7404580152671756,-0.030534351145038167,0.5190839694656488,34.949999999999996,7.5,48.0,-0.02099609375,0.02734375,1.04541015625,0,0,0,0
175.7359504699707,-0.7404580152671756,-0.25190839694656486,0.7099236641221374,34.65,6.0,48.0,-0.0205078125,0.025390625,1.04345703125,0,0,0,0
219.27428245544434,-0.6106870229007634,-0.11450381679389313,0.9389312977099237,36.6,7.6499999999999995,48.3,-0.02001953125,0.02685546875,1.05078125,0,0,0,0
262.8757953643799,-0.7175572519083969,0.015267175572519083,0.7022900763358778,35.699999999999996,7.8,48.449999999999996,-0.021484375,0.02783203125,1.03662109375,0,0,0,0
306.5183162689209,-0.8854961832061069,0.05343511450381679,0.6030534351145038,35.1,6.8999999999999995,47.85,-0.02001953125,0.025390625,1.0361328125,0,0,0,0
350.1255512237549,-0.8473282442748091,-0.183206106870229,0.5648854961832062,34.65,6.75,48.449999999999996,-0.02001953125,0.02685546875,1.0478515625,0,0,0,0
393.7568664550781,-0.648854961832061,-0.11450381679389313,0.8320610687022901,35.85,6.8999999999999995,48.9,-0.0205078125,0.02392578125,1.0546875,0,0,0,0
437.26110458374023,-0.8473282442748091,-0.35877862595419846,0.6183206106870229,36.449999999999996,7.05,48.75,-0.0166015625,0.02099609375,1.04150390625,0,0,0,0
480.85808753967285,-0.7709923664122137,-0.04580152671755725,0.9847328244274809,35.55,7.199999999999999,48.6,-0.01953125,0.0234375,1.0400390625,0,0,0,0
524.5578289031982,-0.7404580152671756,-0.19083969465648856,0.8244274809160306,36.449999999999996,7.8,48.75,-0.02099609375,0.02880859375,1.04931640625,0,0,0,0
568.1207180023193,-0.6641221374045801,-0.10687022900763359,0.7480916030534351,34.65,5.25,48.449999999999996,-0.02099609375,0.021484375,1.04931640625,0,0,0,0
611.7799282073975,-0.2748091603053435,-0.25190839694656486,0.9694656488549618,34.949999999999996,7.8,48.449999999999996,-0.021484375,0.0224609375,1.0361328125,0,0,0,0
655.0135612487793,-0.8244274809160306,-0.33587786259541985,0.7938931297709924,36.449999999999996,8.25,48.0,-0.01611328125,0.02587890625,1.037109375,0,0,0,0
698.2834339141846,-0.6564885496183206,-0.07633587786259542,0.7938931297709924,35.1,7.199999999999999,48.6,-0.01904296875,0.02392578125,1.0556640625,0,0,0,0
741.5661811828613,-0.5267175572519084,-0.08396946564885496,0.7175572519083969,36.449999999999996,7.5,46.949999999999996,-0.021484375,0.0244140625,1.04931640625,0,0,0,0
784.8854064941406,-0.7709923664122137,0.3893129770992366,0.7099236641221374,35.55,7.199999999999999,46.5,-0.01953125,0.02099609375,1.04638671875,0,0,0,0
828.1919956207275,-0.7251908396946565,-0.48854961832061067,0.7404580152671756,36.6,7.6499999999999995,48.6,-0.01708984375,0.02783203125,1.04052734375,0,0,0,0
871.4489936828613,-0.5877862595419847,0.022900763358778626,1.0610687022900764,33.3,7.6499999999999995,48.6,-0.01611328125,0.025390625,1.0361328125,0,0,0,0
